Word,Frequency
scratched,1
number,3
answer,2
delusion,1
disappointment,1
discouragement,1
human,4
anymore,8
shaved,1
heads,1
ashamed,1
shower,1
feel,2
likelike,1
animals,3
walking,8
laughing,1
looking,5
age,2
exposed,1
naked,2
pause,1
wondered,1
undressed,1
nightgown,1
recently,1
anybody,1
staring,1
understand,5
deserve,1
answers,1
questions,4
answered,1
best,4
try,5
jungle,1
rations,3
dried,1
half,2
mildew,1
tin,1
rotten,2
vile,2
tasted,1
ate,3
drank,1
water,3
rust,1
sink,2
wash,1
soap,1
hole,2
still,7
soup”,1
eating,4
forcing,1
throat,1
tears,1
face,3
word,3
gas,4
chamber”,1
anytime,1
stood,2
group,2
pact,1
stick,4
parents,1
chambers,1
survive”,1
labor,1
rocks,1
andandand,3
carry,6
hill,2
accomplished,1
something,3
whips,1
hitting,1
everyday,2
volunand,1
opening,1
need,2
grabbed,1
opportunity,3
twentyfive,1
thirty,1
auschwitz,14
mile,2
lag,1
lager,3
zwei,1
harder,1
woken,1
coffee,9
prepare,1
dragging,1
heavy,3
drag,1
cans,1
liquids,1
perper,1
barrel,1
cried,3
months,5
rough,1
trying,3
different,6
countries,1
kinds,1
languageshungarian,1
poles,1
czechoslovakians,1
holland,1
france,2
everitaly,1
evepoles,1
russians,2
melting,1
pot,1
everybody,1
spoke,4
languages,1
hungarian,2
andinto,1
surprisedeven,1
adult,1
thesethat,1
twotwo,1
filled,1
withthat,1
chamber,1
bucket,3
boiled,2
potatoes,2
sneak,3
bowl,1
potato,1
ahead,1
quietly,1
gettingsomebody,1
comemade,1
blockältestewhich,2
charge,2
barracksopened,1
barrack,6
belong,1
liquidated,1
gone,4
realize,1
fromfrom,2
inexperienced,1
spill,1
straight,2
bend,1
youthen,1
weight,1
weights,1
body,1
straighter,1
poor,1
weak,4
wobbling,1
forth,1
boiling,1
burned,5
leg,10
severely,1
foot,5
infirmary,4
medication,2
anyhow,5
dying,1
carried,2
gassed,2
bandage,5
changed,3
fell,5
scraped,1
skin,2
bandages,2
change,2
jeep,3
stopped,2
death,7
eyes,1
accident”,1
exchanged”,1
exchange,2
putting,1
heel,2
hopping,1
pavement,2
full,1
mudthere,1
ankles,1
brakes,1
behind,5
guards,3
presume,1
sho,1
revolver,1
waist,2
driver,1
germanhow,1
dare,2
jumphow,1
muddy,1
jumping,1
holding,1
collaps,1
moment,1
puttake,1
followed,1
trailed,1
claws,1
healed,1
scar,1
struggle,1
lives,1
throw,2
electric,2
wires,2
electrocute,1
blue,8
moon,4
supposed,2
stars,4
talk,2
shining,1
world,10
othe,1
hellhuman,1
beings,2
worse,1
sayand,1
isn,2
question,2
killed,2
naturally,3
somehow,2
undergroundbut,1
news,1
mixed,1
emotions,1
sarah,1
caught”,1
dawned,2
nevernever,1
worldword,1
evacuate,1
evacuating,1
gunshots,2
marching,1
ended,2
march,2
ravines,1
gutters,1
red,10
blood,1
polish,1
escape,2
anymorethey,1
bundles,1
chest,1
hills,1
trees,1
zone,1
bergenbelsen,10
werewas,1
opposite,4
least,1
showers,4
toilets,1
toilet,5
long,1
plank,1
holes,3
rows,1
use,1
thosethose,2
business,2
middle,3
whip,1
forbid,2
missed,1
hit,3
none,1
ditch,2
decay,3
filth,2
undescribable,1
conditions,1
mats,3
slept,2
christiane,15
stuck,1
fromshe,1
both,1
french,3
kind,3
protected,2
promised,1
duty,2
guess,1
strength,2
hadthethe,1
flies,1
ditches,1
bathrooms,1
smell,2
weregot,1
diphtheria,1
runs,1
catching,1
woul,1
kitchens,1
hoping,2
twice,1
soupthat,1
arms,3
feeding,1
hot,1
gotten,1
delirious,2
fever,2
typhus,3
startedshe,1
run,1
mama,1
stepping,1
calm,2
lay,1
beating,1
beat,1
bruised,2
broken,1
tapes,1
tape,3
blockälteste,2
dead,10
pretended,2
asleep,2
covered,2
ration,2
smelling,1
discover,2
hurt,1
christianewhen,1
pile,3
sai,1
compared,1
differences,1
dragged,1
skeletons,2
bones,2
piled,2
mountain,1
piles,1
seven,2
skirt,3
skirtand,1
navy,3
jacket,7
guilt,1
thing,1
puzzled,1
wrong,1
skeleton,2
pictures,1
movies,1
show,1
closer,1
underneath,1
lice,4
size,1
ants,1
ant,1
crawling,1
grayish,1
shocked,1
under,2
cadavers,1
fromfromfrom,1
terriblethe,1
disillusioned,1
fight,1
morale,1
theyand,1
nutrition,1
bruise,2
medicine,1
bump,1
touch,3
lift,1
soldier,1
probably,1
ones,1
worst,1
immediate,1
cross,9
wrapped,1
blanket,1
bathing,1
nazis,1
uniforms,1
washed,1
shampooed,1
set,2
emergency,1
englishman,1
translator,1
operated,1
gangrene,1
pus,1
reached,1
bone,1
fighting,1
soldiers,1
bunk,2
lapel,1
recognized,1
flag,1
star,1
excited,2
inquiries,1
given,1
correct,2
liberation,1
neutral,1
zones,1
russia,1
check,1
closely,1
airplane,2
traveled,1
injured,1
travel,1
plane,1
wherewho,1
notify,1
howhow,1
friend,2
board,1
survived,6
society,1
wrote,1
survivors,1
listed,2
posters,2
whowho,1
families,1
met,3
gentleman,3
cafe,4
nationality,1
armies,1
dealing,1
market,1
currency,2
table,1
having,1
inquisitive,1
businesses,1
sons,2
concentration,3
york,4
papers,2
america”,1
sister”,1
lublin”,1
telegram,4
daughter,3
survived”,1
pregnant,1
withwith,1
married,3
religion,1
justice,1
rec,1
ognized,1
nameand,1
prove,1
didwas,1
arrange,1
proof,1
showing,1
letters,1
too,3
often,1
depression,1
excuse,1
inquired,1
inqu,1
requested,2
cook,1
ships,1
ship,2
settled,1
ignatz,1
lublinthat,1
thenwho,1
wife,1
daughters,1
must,3
write,1
hers,1
side”,1
thatthat,1
israel,4
wasn,1
aliyah,1
health,1
loved,2
dream,1
israel”,1
convinced,1
difference,1
does,2
able”,1
funny,1
play,5
shayne,1
maydel”,1
audience,1
parallel,1
playand,1
halfsister,1
stepmother,2
whoshe,1
aboutwhile,1
survivor,1
thank,2
alreadyyesterday,1
wonderful,2
grandchildren,2
fourth,1
talked,1
times,1
makes,2
tick,1
normal,2
inside,1
inhuman,1
betterhad,1
better,1
love,1
rained,1
ashes,2
flew,1
odor,1
impossible,1
describe,1
claimed,1
smelled,2
fallen,1
wind,1
siren,1
ring,1
dayeven,1
fortyfive,1
drive,1
careven,1
pleasurable,1
thingsbut,1
jersey,1
chimneys,1
fires,1
til,1
quiet,1
today,1
doomsday,1
hope,2
million,1
add,1
true,1
language,1
fast,1
lazy,1
built,1
thanks,1
future,1
