Word,Frequency
united,7
states,7
holocaust,13
memorial,4
museum,8
interview,7
with,43
leo,9
schneiderman,5
may,6
preface,1
the,599
following,2
oral,2
history,1
testimony,1
result,2
videotaped,1
conducted,1
linda,1
kuzmack,1
behalf,1
took,33
place,22
washington,4
and,360
part,8
collection,1
testimonies,1
rights,2
are,17
held,1
cannot,3
used,26
for,73
sale,2
shop,2
third,3
party,1
creation,1
work,46
commercial,1
reader,1
should,15
bear,1
mind,6
that,252
this,62
verbatim,1
transcript,3
spoken,1
rather,1
than,3
written,1
prose,1
has,5
been,2
neither,1
checked,2
spelling,1
nor,1
verified,1
accuracy,1
therefore,1
possible,3
there,60
errors,1
nothing,3
quoted,1
from,61
without,4
first,6
checking,1
against,2
taped,1
technical,1
conversation,1
camera,1
starting,2
would,21
you,78
tell,19
your,9
full,1
name,11
please,2
where,24
were,104
born,2
when,34
was,221
lódz,17
poland,9
august,3
th,1
about,24
childhood,1
want,10
know,29
family,10
well,14
had,33
two,10
brot,1
hers,1
sister,8
father,7
owned,1
very,17
small,5
store,1
supplies,2
shoemaker,1
not,44
considered,4
poverty,1
level,1
but,41
comfortable,1
before,12
war,29
went,24
private,1
jewish,20
school,5
because,45
parents,1
believed,1
educationbut,1
secular,1
religious,3
never,12
strictly,2
call,5
ourselves,2
traditional,1
jews,25
broke,4
out,53
eighteen,4
years,12
old,4
let,5
talk,3
little,24
bit,5
more,16
something,4
huh,1
aboutwhat,1
like,35
prehitler,1
industrial,1
city,10
second,3
largest,1
large,4
population,5
say,5
hundred,16
seventyfive,2
thousand,4
live,9
most,5
concentrated,1
one,51
area,4
voluntarily,1
theythey,6
just,29
voluntary,1
ghetto,30
they,182
stick,3
each,6
other,20
cultural,2
life,9
three,8
theaters,1
daily,1
newspapers,1
publishing,1
house,9
schools,1
which,4
attended,1
them,31
also,22
active,1
political,3
swarming,1
ith,1
unions,1
parties,1
really,2
bustling,1
lotmost,1
textile,1
industry,2
many,7
take,14
factories,2
did,26
home,8
end,7
week,2
put,15
back,16
together,13
send,4
those,32
weavers,4
hand,3
mostly,2
after,12
finished,2
young,7
kid,4
our,30
class,1
could,16
afford,1
any,12
higher,1
education,1
learn,4
trade,2
apprentice,2
whatsome,1
tailors,2
shoemakers,1
choose,1
tailor,3
few,17
worked,15
even,17
getting,6
paid,2
ushmm,14
archives,15
benefit,1
later,13
start,20
make,11
money,4
then,20
come,9
alright,1
what,26
happened,8
day,31
remember,10
outbreak,1
have,33
weeks,3
situationlike,1
fever,1
felt,5
bones,1
coming,3
dig,1
trenches,1
away,38
people,75
army,10
knew,8
sure,9
going,36
break,4
anyany,1
preparing,1
heard,12
radiofor,1
example,6
building,7
radios,1
listen,1
news,2
today,4
every,15
radio,4
enough,5
contact,1
world,4
speeches,2
fromfrom,2
hitler,1
thethe,10
polish,11
officials,5
friday,3
morning,13
september,2
st,2
same,6
german,24
planes,4
already,13
days,10
rd,1
came,45
order,5
over,17
all,29
move,6
get,30
towards,5
warsaw,3
east,1
germans,10
approaching,4
will,18
need,4
into,11
packed,3
things,4
left,8
mother,16
andand,4
behind,1
meneven,1
mine,3
ten,5
year,2
brotherwhat,1
said,36
found,3
provocation,1
voice,1
government,6
actually,12
madetricked,1
jam,1
roads,3
difficulties,1
enoughwhen,1
road,4
saw,20
vehicles,1
couldn,6
troops,4
everything,4
jammed,1
refugees,4
way,6
far,1
several,3
kilometersgerman,1
bomb,2
killed,5
right,8
fields,3
town,7
near,3
outside,6
bierzyn,1
huge,4
cemetery,1
laying,2
injured,1
dead,1
experienced,2
whatever,1
food,18
soon,3
sense,1
running,7
anymore,5
controlled,3
skies,1
defense,4
whatsoever,2
disorganized,1
understand,1
hadthey,1
lost,1
communication,1
decided,12
mean,4
brother,10
fatherthat,1
point,11
maybe,6
return,1
another,9
longer,2
started,16
met,3
quit,1
backthis,1
wasactually,1
frithe,1
evening,1
patrols,1
saturday,1
marched,4
stood,18
watched,2
ethnic,2
immediately,6
throw,2
flowers,1
candy,1
welcome,2
finally,1
liberated,4
nightmare,1
here,11
beating,1
beaten,3
neighbors,1
advantage,1
long,6
antisemitic,1
feeling,1
chance,3
now,5
display,1
nobody,8
protect,1
jew,5
ligious,1
caught,2
street,7
beards,2
shaved,1
off,10
some,41
teared,1
faces,2
blood,1
dogs,3
taken,5
doing,1
kinds,1
civilian,1
swastika,1
armbands,1
became,2
masters,1
own,3
business,1
theyeverything,1
closed,3
threw,5
homes,4
better,7
looking,6
entered,1
official,3
officers,1
oureven,1
apartment,9
big,9
lived,3
gave,6
five,6
minutes,3
leave,13
seems,1
understood,2
question,6
suggest,1
bauty,2
section,5
poor,1
slum,1
visualized,1
forced,1
packing,1
don,12
pack,2
theyour,1
coat,3
youyou,1
bread,13
otherwise,1
thrown,5
needs,2
clothes,9
stay,22
talking,1
got,23
only,9
time,28
run,13
closet,1
she,16
fur,1
didn,31
her,5
box,5
tools,3
see,16
anything,3
hidden,1
under,3
houseyou,1
door,1
looked,9
around,9
pearls,3
wore,3
throwed,1
floor,5
made,4
pick,1
table,2
walked,3
walking,2
uty,1
kind,7
organization,1
geminde,1
gemeinde,1
frombecause,1
ghettoand,1
shelter,1
through,8
council,3
oneushmm,1
room,4
rooms,2
kitchen,1
lucky,3
everybody,14
envied,1
still,9
roof,1
head,6
months,2
ordered,3
sections,1
regularthrown,1
exodus,1
knowlike,1
streets,1
storming,1
their,14
belongings,3
whole,7
families,4
carriages,2
wagons,5
load,1
backs,1
stormed,1
how,18
formed,3
slums,1
crowded,1
shared,1
fortunate,1
share,1
forgot,1
his,15
separated,3
him,17
again,5
younger,1
try,3
luck,1
russiathat,1
russia,2
occupied,1
biaystok,2
told,18
gone,4
arrangement,1
friends,2
tried,13
heart,1
waswas,1
likelike,2
prison,1
barbed,1
wires,1
armed,2
guards,5
feet,2
ourour,2
buy,1
writing,2
wall,4
happen,5
next,3
month,4
idea,2
organize,1
shops,2
plan,1
elders,1
peo,2
authorities,1
tremendous,2
resources,1
shoemakersexperts,1
such,6
good,1
craftsmen,1
can,15
interest,1
industrialists,1
use,2
talents,1
theirfor,1
reason,2
bureaucracy,1
wouldn,3
front,5
employed,1
lot,8
guard,4
foruntil,1
conditions,5
worsening,1
less,5
peoplethe,1
designed,1
starve,1
last,3
according,1
hilberg,2
